date,season,away_team.x,away_goals,home_team,home_goals,extra_time,attendance,winner,game_status,home_odds,tie_odds,away_odds,location_lon,location_lat,label_content
2/10/2018,2018/2019,Anaheim Ducks,5,San Jose Sharks,2,Normal Time,17562,Anaheim Ducks,Played,1.9,4.35,3.6,-121.901304,37.332713,San Jose Sharks vs Anaheim Ducks | 2 - 5 Normal Time | Winner: Anaheim Ducks
21/02/2020,2019/2020,Minnesota Wild,5,Edmonton Oilers,3,Normal Time,17055,Minnesota Wild,Played,2.35,4.4,2.63,-113.498029,53.546977,Edmonton Oilers vs Minnesota Wild | 3 - 5 Normal Time | Winner: Minnesota Wild
22/02/2020,2019/2020,Tampa Bay Lightning,3,Arizona Coyotes,7,Normal Time,14825,Arizona Coyotes,Played,3.31,4.4,1.99,-112.261173,33.532977,Arizona Coyotes vs Tampa Bay Lightning | 7 - 3 Normal Time | Winner: Arizona Coyotes
22/02/2020,2019/2020,Colorado Avalanche,2,Los Angeles Kings,1,SO,18230,Colorado Avalanche,Played,3.25,4.4,2,-118.267259,34.043004,Los Angeles Kings vs Colorado Avalanche | 1 - 2 SO | Winner: Colorado Avalanche
22/02/2020,2019/2020,Florida Panthers,3,Vegas Golden Knights,5,Normal Time,18480,Vegas Golden Knights,Played,1.75,4.9,3.75,-115.178408,36.102827,Vegas Golden Knights vs Florida Panthers | 5 - 3 Normal Time | Winner: Vegas Golden Knights
22/02/2020,2019/2020,Columbus Blue Jackets,3,Nashville Predators,4,SO,17549,Nashville Predators,Played,2.01,4.33,3.3,-86.778458,36.159125,Nashville Predators vs Columbus Blue Jackets | 4 - 3 SO | Winner: Nashville Predators
22/02/2020,2019/2020,San Jose Sharks,2,New York Rangers,3,Normal Time,18006,New York Rangers,Played,1.98,4.6,3.23,-73.993455,40.750478,New York Rangers vs San Jose Sharks | 3 - 2 Normal Time | Winner: New York Rangers
22/02/2020,2019/2020,Carolina Hurricanes,6,Toronto Maple Leafs,3,Normal Time,19414,Carolina Hurricanes,Played,1.98,4.6,3.15,-79.379026,43.64341,Toronto Maple Leafs vs Carolina Hurricanes | 3 - 6 Normal Time | Winner: Carolina Hurricanes
22/02/2020,2019/2020,Montreal Canadiens,3,Ottawa Setors,0,Normal Time,18374,Montreal Canadiens,Played,3,4.5,2.08,-75.927207,45.296899,Ottawa Setors vs Montreal Canadiens | 0 - 3 Normal Time | Winner: Montreal Canadiens
22/02/2020,2019/2020,Boston Bruins,3,Vancouver Canucks,9,Normal Time,18871,Vancouver Canucks,Played,3.05,4.35,2.11,-123.108833,49.277821,Vancouver Canucks vs Boston Bruins | 9 - 3 Normal Time | Winner: Vancouver Canucks
23/02/2020,2019/2020,Vegas Golden Knights,6,Anaheim Ducks,5,OT,15171,Vegas Golden Knights,Played,3.25,4.2,2.01,-117.876426,33.807714,Anaheim Ducks vs Vegas Golden Knights | 5 - 6 OT | Winner: Vegas Golden Knights
23/02/2020,2019/2020,Edmonton Oilers,4,Los Angeles Kings,2,Normal Time,18230,Edmonton Oilers,Played,3.22,4.7,2.07,-118.267259,34.043004,Los Angeles Kings vs Edmonton Oilers | 2 - 4 Normal Time | Winner: Edmonton Oilers
23/02/2020,2019/2020,Calgary Flames,4,Detroit Red Wings,2,Normal Time,18022,Calgary Flames,Played,4.15,4.65,1.72,-83.055271,42.341077,Detroit Red Wings vs Calgary Flames | 2 - 4 Normal Time | Winner: Calgary Flames
23/02/2020,2019/2020,St. Louis Blues,4,Minnesota Wild,1,Normal Time,17266,St. Louis Blues,Played,2.67,3.96,2.4,-93.102168,44.944905,Minnesota Wild vs St. Louis Blues | 1 - 4 Normal Time | Winner: St. Louis Blues
24/02/2020,2019/2020,Ottawa Setors,3,Columbus Blue Jackets,4,OT,17518,Columbus Blue Jackets,Played,1.72,4.75,4.2,-83.006102,39.96904,Columbus Blue Jackets vs Ottawa Setors | 4 - 3 OT | Winner: Columbus Blue Jackets
25/02/2020,2019/2020,Toronto Maple Leafs,4,Tampa Bay Lightning,3,Normal Time,19092,Toronto Maple Leafs,Played,1.86,4.65,3.42,-82.451804,27.942695,Tampa Bay Lightning vs Toronto Maple Leafs | 3 - 4 Normal Time | Winner: Toronto Maple Leafs
25/02/2020,2019/2020,Florida Panthers,2,Arizona Coyotes,1,Normal Time,12391,Florida Panthers,Played,2.18,4.2,3,-112.261173,33.532977,Arizona Coyotes vs Florida Panthers | 1 - 2 Normal Time | Winner: Florida Panthers
25/02/2020,2019/2020,Edmonton Oilers,3,Anaheim Ducks,4,OT,15431,Anaheim Ducks,Played,3.2,4.4,2.02,-117.876426,33.807714,Anaheim Ducks vs Edmonton Oilers | 4 - 3 OT | Winner: Anaheim Ducks
25/02/2020,2019/2020,Dallas Stars,4,Carolina Hurricanes,1,Normal Time,18176,Dallas Stars,Played,2.38,4.3,2.7,-78.721967,35.803306,Carolina Hurricanes vs Dallas Stars | 1 - 4 Normal Time | Winner: Dallas Stars
25/02/2020,2019/2020,Ottawa Setors,2,Nashville Predators,3,Normal Time,17205,Nashville Predators,Played,1.44,5.7,6.2,-86.778458,36.159125,Nashville Predators vs Ottawa Setors | 3 - 2 Normal Time | Winner: Nashville Predators
25/02/2020,2019/2020,Chicago Blackhawks,5,St. Louis Blues,6,Normal Time,18096,St. Louis Blues,Played,1.76,4.6,3.85,-90.202834,38.626798,St. Louis Blues vs Chicago Blackhawks | 6 - 5 Normal Time | Winner: St. Louis Blues
25/02/2020,2019/2020,Winnipeg Jets,3,Washington Capitals,4,SO,18573,Washington Capitals,Played,1.73,4.8,3.85,-77.021903,38.898147,Washington Capitals vs Winnipeg Jets | 4 - 3 SO | Winner: Washington Capitals
25/02/2020,2019/2020,San Jose Sharks,2,Philadelphia Flyers,4,Normal Time,18290,Philadelphia Flyers,Played,1.63,4.8,4.6,-75.171967,39.90041,Philadelphia Flyers vs San Jose Sharks | 4 - 2 Normal Time | Winner: Philadelphia Flyers
25/02/2020,2019/2020,New Jersey Devils,4,Detroit Red Wings,1,Normal Time,17525,New Jersey Devils,Played,2.77,4.05,2.31,-83.055271,42.341077,Detroit Red Wings vs New Jersey Devils | 1 - 4 Normal Time | Winner: New Jersey Devils
25/02/2020,2019/2020,Calgary Flames,5,Boston Bruins,2,Normal Time,17850,Calgary Flames,Played,1.81,4.6,3.72,-71.062106,42.366179,Boston Bruins vs Calgary Flames | 2 - 5 Normal Time | Winner: Calgary Flames
25/02/2020,2019/2020,Vancouver Canucks,4,Montreal Canadiens,3,OT,21187,Vancouver Canucks,Played,2.11,4.3,3,-73.56945,44.496067,Montreal Canadiens vs Vancouver Canucks | 3 - 4 OT | Winner: Vancouver Canucks
25/02/2020,2019/2020,Columbus Blue Jackets,4,Minnesota Wild,5,Normal Time,17057,Minnesota Wild,Played,1.97,4.3,3.3,-93.102168,44.944905,Minnesota Wild vs Columbus Blue Jackets | 5 - 4 Normal Time | Winner: Minnesota Wild
26/02/2020,2019/2020,Pittsburgh Penguins,1,Los Angeles Kings,2,Normal Time,16898,Los Angeles Kings,Played,3.95,4.45,1.78,-118.267259,34.043004,Los Angeles Kings vs Pittsburgh Penguins | 2 - 1 Normal Time | Winner: Los Angeles Kings
26/02/2020,2019/2020,Edmonton Oilers,0,Vegas Golden Knights,3,Normal Time,18421,Vegas Golden Knights,Played,1.72,4.75,4.1,-115.178408,36.102827,Vegas Golden Knights vs Edmonton Oilers | 3 - 0 Normal Time | Winner: Vegas Golden Knights
26/02/2020,2019/2020,Buffalo Sabres,2,Colorado Avalanche,3,Normal Time,18020,Colorado Avalanche,Played,1.78,4.6,3.85,-105.008479,39.74822,Colorado Avalanche vs Buffalo Sabres | 3 - 2 Normal Time | Winner: Colorado Avalanche
27/02/2020,2019/2020,Toronto Maple Leafs,5,Florida Panthers,3,Normal Time,16322,Toronto Maple Leafs,Played,2.52,4.5,2.37,-80.325378,26.158498,Florida Panthers vs Toronto Maple Leafs | 3 - 5 Normal Time | Winner: Toronto Maple Leafs
27/02/2020,2019/2020,Chicago Blackhawks,5,Tampa Bay Lightning,2,Normal Time,19092,Chicago Blackhawks,Played,1.7,4.9,4.1,-82.451804,27.942695,Tampa Bay Lightning vs Chicago Blackhawks | 2 - 5 Normal Time | Winner: Chicago Blackhawks
27/02/2020,2019/2020,Calgary Flames,3,Nashville Predators,4,OT,17350,Nashville Predators,Played,2.31,4.1,2.75,-86.778458,36.159125,Nashville Predators vs Calgary Flames | 4 - 3 OT | Winner: Nashville Predators
27/02/2020,2019/2020,New Jersey Devils,2,San Jose Sharks,3,OT,16913,San Jose Sharks,Played,2.11,4.1,3.16,-121.901304,37.332713,San Jose Sharks vs New Jersey Devils | 3 - 2 OT | Winner: San Jose Sharks
27/02/2020,2019/2020,Minnesota Wild,7,Detroit Red Wings,1,Normal Time,17663,Minnesota Wild,Played,4.56,4.65,1.67,-83.055271,42.341077,Detroit Red Wings vs Minnesota Wild | 1 - 7 Normal Time | Winner: Minnesota Wild
27/02/2020,2019/2020,Dallas Stars,3,Boston Bruins,4,Normal Time,17850,Boston Bruins,Played,1.94,4.15,3.65,-71.062106,42.366179,Boston Bruins vs Dallas Stars | 4 - 3 Normal Time | Winner: Boston Bruins
27/02/2020,2019/2020,Vancouver Canucks,2,Ottawa Setors,5,Normal Time,12166,Ottawa Setors,Played,3.34,4.35,1.96,-75.927207,45.296899,Ottawa Setors vs Vancouver Canucks | 5 - 2 Normal Time | Winner: Ottawa Setors
27/02/2020,2019/2020,Washington Capitals,0,Winnipeg Jets,3,Normal Time,15325,Winnipeg Jets,Played,2.97,4.4,2.11,-97.143754,49.89259,Winnipeg Jets vs Washington Capitals | 3 - 0 Normal Time | Winner: Winnipeg Jets
28/02/2020,2019/2020,Pittsburgh Penguins,2,Anaheim Ducks,3,Normal Time,16588,Anaheim Ducks,Played,3.82,4.5,1.8,-117.876426,33.807714,Anaheim Ducks vs Pittsburgh Penguins | 3 - 2 Normal Time | Winner: Anaheim Ducks
28/02/2020,2019/2020,Colorado Avalanche,3,Carolina Hurricanes,2,Normal Time,18680,Colorado Avalanche,Played,2.47,4.25,2.5,-78.721967,35.803306,Carolina Hurricanes vs Colorado Avalanche | 2 - 3 Normal Time | Winner: Colorado Avalanche
28/02/2020,2019/2020,Buffalo Sabres,2,Vegas Golden Knights,4,Normal Time,18404,Vegas Golden Knights,Played,1.66,4.75,4.5,-115.178408,36.102827,Vegas Golden Knights vs Buffalo Sabres | 4 - 2 Normal Time | Winner: Vegas Golden Knights
28/02/2020,2019/2020,Minnesota Wild,5,Columbus Blue Jackets,0,Normal Time,18955,Minnesota Wild,Played,2.25,4.1,2.81,-83.006102,39.96904,Columbus Blue Jackets vs Minnesota Wild | 0 - 5 Normal Time | Winner: Minnesota Wild
29/02/2020,2019/2020,Chicago Blackhawks,3,Florida Panthers,2,SO,16055,Chicago Blackhawks,Played,2.02,4.55,3.1,-80.325378,26.158498,Florida Panthers vs Chicago Blackhawks | 2 - 3 SO | Winner: Chicago Blackhawks
29/02/2020,2019/2020,Chicago Blackhawks,3,Florida Panthers,2,SO,16055,Chicago Blackhawks,Played,2.39,4.35,2.54,-80.325378,26.158498,Florida Panthers vs Chicago Blackhawks | 2 - 3 SO | Winner: Chicago Blackhawks
29/02/2020,2019/2020,Buffalo Sabres,2,Arizona Coyotes,5,Normal Time,17125,Arizona Coyotes,Played,1.81,4.35,3.82,-112.261173,33.532977,Arizona Coyotes vs Buffalo Sabres | 5 - 2 Normal Time | Winner: Arizona Coyotes
29/02/2020,2019/2020,Colorado Avalanche,3,Nashville Predators,2,Normal Time,17619,Colorado Avalanche,Played,2.32,4.15,2.91,-86.778458,36.159125,Nashville Predators vs Colorado Avalanche | 2 - 3 Normal Time | Winner: Colorado Avalanche
29/02/2020,2019/2020,Pittsburgh Penguins,0,San Jose Sharks,5,Normal Time,17562,San Jose Sharks,Played,3.6,4.25,1.93,-121.901304,37.332713,San Jose Sharks vs Pittsburgh Penguins | 5 - 0 Normal Time | Winner: San Jose Sharks
29/02/2020,2019/2020,Dallas Stars,3,St. Louis Blues,4,SO,18096,St. Louis Blues,Played,2.17,4,3.02,-90.202834,38.626798,St. Louis Blues vs Dallas Stars | 4 - 3 SO | Winner: St. Louis Blues
29/02/2020,2019/2020,Vancouver Canucks,2,Toronto Maple Leafs,4,Normal Time,19371,Toronto Maple Leafs,Played,1.88,4.55,3.55,-79.379026,43.64341,Toronto Maple Leafs vs Vancouver Canucks | 4 - 2 Normal Time | Winner: Toronto Maple Leafs
29/02/2020,2019/2020,Carolina Hurricanes,3,Montreal Canadiens,4,OT,21207,Montreal Canadiens,Played,2.35,4.2,2.64,-73.56945,44.496067,Montreal Canadiens vs Carolina Hurricanes | 4 - 3 OT | Winner: Montreal Canadiens
29/02/2020,2019/2020,Detroit Red Wings,3,Ottawa Setors,4,SO,15505,Ottawa Setors,Played,1.91,4.3,3.6,-75.927207,45.296899,Ottawa Setors vs Detroit Red Wings | 4 - 3 SO | Winner: Ottawa Setors
29/02/2020,2019/2020,Winnipeg Jets,2,Edmonton Oilers,3,Normal Time,18347,Edmonton Oilers,Played,2,4.3,3.58,-113.498029,53.546977,Edmonton Oilers vs Winnipeg Jets | 3 - 2 Normal Time | Winner: Edmonton Oilers
1/03/2020,2019/2020,New Jersey Devils,3,Anaheim Ducks,0,Normal Time,16195,New Jersey Devils,Played,1.98,4.25,3.42,-117.876426,33.807714,Anaheim Ducks vs New Jersey Devils | 0 - 3 Normal Time | Winner: New Jersey Devils
1/03/2020,2019/2020,Los Angeles Kings,4,Vegas Golden Knights,1,Normal Time,18419,Los Angeles Kings,Played,1.53,5.05,5.5,-115.178408,36.102827,Vegas Golden Knights vs Los Angeles Kings | 1 - 4 Normal Time | Winner: Los Angeles Kings
1/03/2020,2019/2020,Vancouver Canucks,3,Columbus Blue Jackets,5,Normal Time,18378,Columbus Blue Jackets,Played,2.15,4.15,2.99,-83.006102,39.96904,Columbus Blue Jackets vs Vancouver Canucks | 5 - 3 Normal Time | Winner: Columbus Blue Jackets
1/03/2020,2019/2020,Washington Capitals,4,Minnesota Wild,3,Normal Time,17388,Washington Capitals,Played,2.85,4.25,2.23,-93.102168,44.944905,Minnesota Wild vs Washington Capitals | 3 - 4 Normal Time | Winner: Washington Capitals
2/03/2020,2019/2020,Edmonton Oilers,8,Nashville Predators,3,Normal Time,17316,Edmonton Oilers,Played,2.1,4.3,3.02,-86.778458,36.159125,Nashville Predators vs Edmonton Oilers | 3 - 8 Normal Time | Winner: Edmonton Oilers
2/03/2020,2019/2020,Colorado Avalanche,2,Detroit Red Wings,1,Normal Time,17708,Colorado Avalanche,Played,5,4.85,1.57,-83.055271,42.341077,Detroit Red Wings vs Colorado Avalanche | 1 - 2 Normal Time | Winner: Colorado Avalanche
3/03/2020,2019/2020,Boston Bruins,2,Tampa Bay Lightning,1,Normal Time,19092,Boston Bruins,Played,2.35,4.15,2.7,-82.451804,27.942695,Tampa Bay Lightning vs Boston Bruins | 1 - 2 Normal Time | Winner: Boston Bruins
3/03/2020,2019/2020,Edmonton Oilers,2,Dallas Stars,1,OT,18532,Edmonton Oilers,Played,2,4.3,3.42,-96.810706,32.791093,Dallas Stars vs Edmonton Oilers | 1 - 2 OT | Winner: Edmonton Oilers
3/03/2020,2019/2020,New Jersey Devils,0,Vegas Golden Knights,3,Normal Time,18290,Vegas Golden Knights,Played,1.56,5,5.3,-115.178408,36.102827,Vegas Golden Knights vs New Jersey Devils | 3 - 0 Normal Time | Winner: Vegas Golden Knights
3/03/2020,2019/2020,Toronto Maple Leafs,2,San Jose Sharks,5,Normal Time,16129,San Jose Sharks,Played,3.32,4.3,1.95,-121.901304,37.332713,San Jose Sharks vs Toronto Maple Leafs | 5 - 2 Normal Time | Winner: San Jose Sharks
3/03/2020,2019/2020,Ottawa Setors,3,Pittsburgh Penguins,7,Normal Time,18455,Pittsburgh Penguins,Played,1.54,5,5.25,-79.989706,40.438823,Pittsburgh Penguins vs Ottawa Setors | 7 - 3 Normal Time | Winner: Pittsburgh Penguins
3/03/2020,2019/2020,Montreal Canadiens,6,New York Islanders,2,Normal Time,12788,Montreal Canadiens,Played,2.12,4.4,2.96,-73.975334,40.682624,New York Islanders vs Montreal Canadiens | 2 - 6 Normal Time | Winner: Montreal Canadiens
3/03/2020,2019/2020,St. Louis Blues,3,New York Rangers,1,Normal Time,16091,St. Louis Blues,Played,3.04,4.2,2.15,-73.993455,40.750478,New York Rangers vs St. Louis Blues | 1 - 3 Normal Time | Winner: St. Louis Blues
3/03/2020,2019/2020,Anaheim Ducks,2,Chicago Blackhawks,6,Normal Time,21345,Chicago Blackhawks,Played,1.88,4.7,3.6,-87.674192,41.880666,Chicago Blackhawks vs Anaheim Ducks | 6 - 2 Normal Time | Winner: Chicago Blackhawks
3/03/2020,2019/2020,Nashville Predators,1,Minnesota Wild,3,Normal Time,17242,Minnesota Wild,Played,2.15,4.35,2.9,-93.102168,44.944905,Minnesota Wild vs Nashville Predators | 3 - 1 Normal Time | Winner: Minnesota Wild
3/03/2020,2019/2020,Buffalo Sabres,1,Winnipeg Jets,3,Normal Time,15325,Winnipeg Jets,Played,1.95,4.45,3.32,-97.143754,49.89259,Winnipeg Jets vs Buffalo Sabres | 3 - 1 Normal Time | Winner: Winnipeg Jets
4/03/2020,2019/2020,Philadelphia Flyers,5,Washington Capitals,2,Normal Time,18573,Philadelphia Flyers,Played,2.05,4.4,3.05,-77.021903,38.898147,Washington Capitals vs Philadelphia Flyers | 2 - 5 Normal Time | Winner: Philadelphia Flyers
4/03/2020,2019/2020,Anaheim Ducks,4,Colorado Avalanche,3,OT,18033,Anaheim Ducks,Played,1.57,4.95,5.25,-105.008479,39.74822,Colorado Avalanche vs Anaheim Ducks | 3 - 4 OT | Winner: Anaheim Ducks
4/03/2020,2019/2020,Arizona Coyotes,4,Vancouver Canucks,2,Normal Time,17363,Arizona Coyotes,Played,2.35,4.1,2.67,-123.108833,49.277821,Vancouver Canucks vs Arizona Coyotes | 2 - 4 Normal Time | Winner: Arizona Coyotes
4/03/2020,2019/2020,Columbus Blue Jackets,2,Calgary Flames,3,OT,18696,Calgary Flames,Played,1.96,4.3,3.45,-114.051939,51.037398,Calgary Flames vs Columbus Blue Jackets | 3 - 2 OT | Winner: Calgary Flames
5/03/2020,2019/2020,Boston Bruins,2,Florida Panthers,1,OT,15577,Boston Bruins,Played,3.16,4.4,2.05,-80.325378,26.158498,Florida Panthers vs Boston Bruins | 1 - 2 OT | Winner: Boston Bruins
5/03/2020,2019/2020,Montreal Canadiens,0,Tampa Bay Lightning,4,Normal Time,19092,Tampa Bay Lightning,Played,1.77,4.6,3.94,-82.451804,27.942695,Tampa Bay Lightning vs Montreal Canadiens | 4 - 0 Normal Time | Winner: Tampa Bay Lightning
5/03/2020,2019/2020,Toronto Maple Leafs,0,Los Angeles Kings,1,SO,17495,Los Angeles Kings,Played,3.42,4.4,1.93,-118.267259,34.043004,Los Angeles Kings vs Toronto Maple Leafs | 1 - 0 SO | Winner: Los Angeles Kings
5/03/2020,2019/2020,Dallas Stars,0,Nashville Predators,2,Normal Time,17349,Nashville Predators,Played,2.45,4.2,2.6,-86.778458,36.159125,Nashville Predators vs Dallas Stars | 2 - 0 Normal Time | Winner: Nashville Predators
5/03/2020,2019/2020,Minnesota Wild,3,San Jose Sharks,2,Normal Time,14517,Minnesota Wild,Played,2.85,4.3,2.19,-121.901304,37.332713,San Jose Sharks vs Minnesota Wild | 2 - 3 Normal Time | Winner: Minnesota Wild
5/03/2020,2019/2020,Carolina Hurricanes,1,Philadelphia Flyers,4,Normal Time,18900,Philadelphia Flyers,Played,2.17,4.3,2.85,-75.171967,39.90041,Philadelphia Flyers vs Carolina Hurricanes | 4 - 1 Normal Time | Winner: Philadelphia Flyers
5/03/2020,2019/2020,Washington Capitals,5,New York Rangers,6,OT,17277,New York Rangers,Played,2.75,4.3,2.23,-73.993455,40.750478,New York Rangers vs Washington Capitals | 6 - 5 OT | Winner: New York Rangers
5/03/2020,2019/2020,Edmonton Oilers,3,Chicago Blackhawks,4,Normal Time,21481,Chicago Blackhawks,Played,2.41,4.55,2.7,-87.674192,41.880666,Chicago Blackhawks vs Edmonton Oilers | 4 - 3 Normal Time | Winner: Chicago Blackhawks
5/03/2020,2019/2020,Pittsburgh Penguins,4,Buffalo Sabres,2,Normal Time,18236,Pittsburgh Penguins,Played,3.5,4.45,1.91,-78.876395,42.874951,Buffalo Sabres vs Pittsburgh Penguins | 2 - 4 Normal Time | Winner: Pittsburgh Penguins
6/03/2020,2019/2020,Toronto Maple Leafs,1,Anaheim Ducks,2,Normal Time,15984,Anaheim Ducks,Played,3.45,4.45,1.89,-117.876426,33.807714,Anaheim Ducks vs Toronto Maple Leafs | 2 - 1 Normal Time | Winner: Anaheim Ducks
6/03/2020,2019/2020,St. Louis Blues,2,New Jersey Devils,4,Normal Time,14685,New Jersey Devils,Played,4.2,4.6,1.74,-74.171058,40.733511,New Jersey Devils vs St. Louis Blues | 4 - 2 Normal Time | Winner: New Jersey Devils
6/03/2020,2019/2020,Chicago Blackhawks,1,Detroit Red Wings,2,Normal Time,19515,Detroit Red Wings,Played,3.7,4.65,1.82,-83.055271,42.341077,Detroit Red Wings vs Chicago Blackhawks | 2 - 1 Normal Time | Winner: Detroit Red Wings
6/03/2020,2019/2020,Colorado Avalanche,3,Vancouver Canucks,6,Normal Time,18871,Vancouver Canucks,Played,2.8,4,2.29,-123.108833,49.277821,Vancouver Canucks vs Colorado Avalanche | 6 - 3 Normal Time | Winner: Vancouver Canucks
6/03/2020,2019/2020,Vegas Golden Knights,0,Winnipeg Jets,4,Normal Time,15325,Winnipeg Jets,Played,2.88,3.88,2.28,-97.143754,49.89259,Winnipeg Jets vs Vegas Golden Knights | 4 - 0 Normal Time | Winner: Winnipeg Jets
6/03/2020,2019/2020,Arizona Coyotes,2,Calgary Flames,3,Normal Time,19206,Calgary Flames,Played,2.06,4.2,3.1,-114.051939,51.037398,Calgary Flames vs Arizona Coyotes | 3 - 2 Normal Time | Winner: Calgary Flames
7/03/2020,2019/2020,Montreal Canadiens,1,Florida Panthers,4,Normal Time,17873,Florida Panthers,Played,2,4.45,3.14,-80.325378,26.158498,Florida Panthers vs Montreal Canadiens | 4 - 1 Normal Time | Winner: Florida Panthers
7/03/2020,2019/2020,Ottawa Setors,2,San Jose Sharks,1,OT,16018,Ottawa Setors,Played,1.95,4.4,3.35,-121.901304,37.332713,San Jose Sharks vs Ottawa Setors | 1 - 2 OT | Winner: Ottawa Setors
7/03/2020,2019/2020,Buffalo Sabres,1,Philadelphia Flyers,3,Normal Time,19781,Philadelphia Flyers,Played,1.7,4.65,4.25,-75.171967,39.90041,Philadelphia Flyers vs Buffalo Sabres | 3 - 1 Normal Time | Winner: Philadelphia Flyers
7/03/2020,2019/2020,Washington Capitals,5,Pittsburgh Penguins,2,Normal Time,18656,Washington Capitals,Played,1.95,4.35,3.4,-79.989706,40.438823,Pittsburgh Penguins vs Washington Capitals | 2 - 5 Normal Time | Winner: Washington Capitals
7/03/2020,2019/2020,New Jersey Devils,6,New York Rangers,4,Normal Time,17542,New Jersey Devils,Played,1.81,4.55,3.72,-73.993455,40.750478,New York Rangers vs New Jersey Devils | 4 - 6 Normal Time | Winner: New Jersey Devils
7/03/2020,2019/2020,Tampa Bay Lightning,5,Boston Bruins,3,Normal Time,17850,Tampa Bay Lightning,Played,2.13,4.15,3.08,-71.062106,42.366179,Boston Bruins vs Tampa Bay Lightning | 3 - 5 Normal Time | Winner: Tampa Bay Lightning
7/03/2020,2019/2020,Columbus Blue Jackets,1,Edmonton Oilers,4,Normal Time,17085,Edmonton Oilers,Played,2,4.1,3.38,-113.498029,53.546977,Edmonton Oilers vs Columbus Blue Jackets | 4 - 1 Normal Time | Winner: Edmonton Oilers
8/03/2020,2019/2020,Minnesota Wild,5,Anaheim Ducks,4,OT,15948,Minnesota Wild,Played,3.05,4,2.15,-117.876426,33.807714,Anaheim Ducks vs Minnesota Wild | 4 - 5 OT | Winner: Minnesota Wild
8/03/2020,2019/2020,Colorado Avalanche,4,San Jose Sharks,3,Normal Time,14694,Colorado Avalanche,Played,3.25,4.25,2.03,-121.901304,37.332713,San Jose Sharks vs Colorado Avalanche | 3 - 4 Normal Time | Winner: Colorado Avalanche
8/03/2020,2019/2020,St. Louis Blues,2,Chicago Blackhawks,0,Normal Time,21815,St. Louis Blues,Played,2.9,4.3,2.19,-87.674192,41.880666,Chicago Blackhawks vs St. Louis Blues | 0 - 2 Normal Time | Winner: St. Louis Blues
8/03/2020,2019/2020,Columbus Blue Jackets,2,Vancouver Canucks,1,Normal Time,18871,Columbus Blue Jackets,Played,2.02,4.25,3.15,-123.108833,49.277821,Vancouver Canucks vs Columbus Blue Jackets | 1 - 2 Normal Time | Winner: Columbus Blue Jackets
8/03/2020,2019/2020,Vegas Golden Knights,5,Calgary Flames,3,Normal Time,18841,Vegas Golden Knights,Played,2.6,4.1,2.43,-114.051939,51.037398,Calgary Flames vs Vegas Golden Knights | 3 - 5 Normal Time | Winner: Vegas Golden Knights
9/03/2020,2019/2020,Colorado Avalanche,1,Los Angeles Kings,3,Normal Time,15011,Los Angeles Kings,Played,3.08,4.15,2.1,-118.267259,34.043004,Los Angeles Kings vs Colorado Avalanche | 3 - 1 Normal Time | Winner: Los Angeles Kings
